"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2020-09-21","550868649000.00000000","416598153160.63000000","134270495839.37000000","61047625659.06400000","489684400.00000000","947060400.00000000","2245251569.00000000","2563119881.00000000","1054469617.40000000","65922725432.90600000","509326984785.95159303","218380795890.18768000","74873151913.06400000","608936309.00000000","1260086624.00000000","3510604031.00000000","5032030048.00000000","2102504496.50280000","130993482468.62088000"
"2020-10-09","600538589000.00000000","461024191356.63000000","139514397643.37000000","63273621611.06400000","804963400.00000000","1496841524.00000000","2783717532.00000000","2972674697.00000000","2162833928.40000000","66021186070.90600000","564353422859.95159303","226423798196.38768000","77744578983.06400000","1018848305.00000000","2014373918.20000000","4384717961.00000000","5780779474.00000000","4314109259.50280000","131166390295.62088000"
"2020-11-17","729097829000.00000000","549956685541.14400000","179141143458.85600000","96917236285.07000000","806950400.00000000","1310627004.00000000","3512603580.00000000","4614993741.00000000","3217219305.00000000","68760954263.78600000","674662697852.53559303","279998116885.92368000","119480245265.07000000","1018156580.00000000","1748625287.20000000","5585082150.00000000","9107169631.05000000","6419756829.00000000","136639081143.60368000"
"2020-07-10","418995293876.00000000","330850250827.25400000","88145043048.74600000","20282668825.40000000","128126400.00000000","186524418.00000000","234515518.52000000","519262562.38400000","10694484332.60000000","56094400991.84200000","403672496517.66031303","149368742651.33496000","24781241846.50080000","158291085.00000000","246357701.00000000","357238385.72000000","908593283.31896000","19769255216.22320000","103147765133.57200000"
"2020-04-18","389503435524.00000000","301581929029.26400000","87921506494.73600000","21742301824.80000000","3680748368.20000000","7967088030.89400000","14108535164.00000000","10316840832.00000000","9122259460.00000000","20980272814.84200000","369337649767.25612800","137338690567.53000000","26255148521.16160000","4584179274.42240000","10584236440.37400000","21719370832.80200000","18972098101.12800000","16906960030.80000000","38316697366.84200000"
"2020-07-30","443517562228.00000000","345080285407.01400000","98437276820.98600000","29786592960.68000000","351752400.00000000","522254200.00000000","904343893.40000000","301057587.52000000","723003494.34400000","65843212285.04200000","421133689352.88759303","162059800723.98768000","36556349523.96000000","429376650.40000000","686708620.00000000","1398570349.50280000","541592555.92000000","1285434321.84048000","121161768702.36440000"
"2020-10-12","607454249000.00000000","466190727617.63000000","141263521382.37000000","64523146198.06400000","692507936.00000000","1496568000.00000000","3002432352.00000000","3066938297.00000000","2277331528.40000000","66202538190.90600000","570760144203.95159303","228903272060.38768000","79264976911.06400000","880056396.00000000","2014724627.00000000","4709083992.20000000","5965647767.00000000","4543513131.50280000","131525269235.62088000"
"2020-05-09","390867635524.00000000","315895353307.14272000","74972282216.85728000","4936034048.12128000","343026202.00000000","602873449.69400000","13821607361.20000000","18370909444.00000000","9984728781.00000000","26909642930.84200000","385165877005.85068800","130877623481.54014128","5616426525.53977728","401811242.32400000","794830198.19196400","22555829795.91240000","33771242717.04200000","18420972870.88800000","49316510131.64200000"
"2020-10-17","618956229000.00000000","474570992736.69400000","144385236263.30600000","67254495206.00000000","505599137.00000000","1169616000.00000000","3361515124.00000000","3234723305.00000000","2363682141.00000000","66497046470.30600000","581145649711.01559303","233262994560.32368000","82591048986.00000000","634828125.00000000","1582713280.00000000","5303685373.20000000","6315931591.00000000","4717946091.00000000","132116841114.12368000"
"2020-03-31","384906833000.00000000","266247196133.15800000","118659636866.84200000","70508929132.00000000","2924551382.00000000","3778506342.00000000","7563155593.00000000","9870228732.00000000","7346790697.00000000","16663840717.84200000","327966867697.84553600","167706530379.61200000","85115274703.88000000","3608360462.36000000","4962046804.04000000","11879767784.89000000","18215261310.80000000","13646507739.40000000","30279311574.24200000"
"2020-10-20","626252389000.00000000","479436439967.29400000","146815949032.70600000","69360788802.00000000","511239493.40000000","935376617.00000000","3622440324.00000000","3282121305.00000000","2488434541.00000000","66616989070.30600000","587174088241.01559303","236568962408.57368000","85173467742.00000000","640305980.40000000","1253344627.85000000","5756084323.20000000","6423175010.00000000","4966952091.00000000","132355632634.12368000"
"2020-03-11","328350036000.00000000","217010309237.15800000","111339726762.84200000","50021540619.00000000","928210006.00000000","7981489.00000000","24503068.00000000","5171522876.00000000","6759432339.64200000","12443228099.20000000","248032908713.13153600","106097099538.71400000","60430578323.07200000","1106344400.00000000","0.00000000","0.00000000","9562556002.80000000","12542059780.84200000","22455561032.00000000"
"2020-07-18","429128352228.00000000","335365519690.51200000","93762832537.48800000","25480766659.00000000","329041091.40000000","452716426.18200000","355390718.00000000","342101038.46400000","4421003037.40000000","62376753567.04200000","409238203595.78559303","156177851823.28968000","31115300461.56000000","413826032.50280000","601467594.18200000","545852887.00000000","600257152.44968000","8158824216.47080000","114742323479.12440000"
"2021-01-01","841749949000.00000000","644931333010.21400000","196818615989.78600000","49558187498.00000000","12660210263.00000000","25076168359.00000000","23532873090.00000000","7050347384.00000000","4711805017.00000000","74235265498.78600000","793015189625.55909303","306006314652.20368000","61287589704.00000000","15583938668.00000000","30654128248.00000000","29290431194.55000000","12220537551.20000000","9406911473.85000000","147562777812.60368000"
"2021-02-04","1081984386777.00000000","836885078033.31400000","245099308743.68600000","133934549996.95000000","1555466800.00000000","3083205407.00000000","9539941279.95000000","9904776040.00000000","7624801404.00000000","79455856935.78600000","1031904029313.45909303","376860498182.55368000","164997061228.95000000","1951294896.00000000","4124639492.00000000","14632566205.95000000","18110229904.00000000","15074742326.20000000","157969964129.45368000"
"2021-02-16","1142051156777.00000000","883030028663.26400000","259021128113.73600000","141323197398.00000000","2161876015.95000000","4341534880.00000000","9435626300.00000000","9896647915.00000000","10335798985.00000000","81526155739.78600000","1089456944656.40909303","397319635353.60368000","173985639277.00000000","2743039268.95000000","5809549828.00000000","14754869665.00000000","18064619525.45000000","19861519449.55000000","162100398339.65368000"
"2020-09-25","559870309000.00000000","425379620906.63000000","134490688093.37000000","60746333885.06400000","724850800.00000000","798040000.00000000","2428346797.00000000","2589678141.00000000","1302325497.40000000","65896558092.90600000","520217277732.95159303","218913052326.18768000","74522334644.06400000","904450655.00000000","1061830940.00000000","3810538238.00000000","5084184804.00000000","2595328896.50280000","130934384148.62088000"
"2020-06-19","401571135524.00000000","324029561885.70600000","77541573638.29400000","9196691421.94280000","63000080.00000000","95644247.52520000","333423436.38400000","4066510585.40000000","22873587926.20000000","40908855940.84200000","395179286439.48281703","136859355354.09165600","11261729405.87239360","73987117.00000000","120595581.70510240","507322950.51896000","7509927113.47080000","42222479400.45240000","75163313785.07200000"
"2021-02-26","1197043386777.00000000","930560901810.41400000","266482484966.58600000","142418632393.00000000","2623378060.00000000","4683053950.85000000","9396251282.95000000","12586392420.00000000","10492364840.00000000","84280501139.78600000","1148883794220.05909303","409473582029.60118000","175159336533.00000000","3326342796.00000000","6273958648.85000000","14421213192.09750000","22913700042.00000000","19785486200.00000000","167593544617.65368000"
"2020-08-27","491826349000.00000000","375575522237.01400000","116250826762.98600000","45479848324.68000000","452190000.00000000","708855695.00000000","1858434449.00000000","1400954617.40000000","255429907.52000000","66094313769.38600000","458780619363.35159303","194598582030.10768000","55590615737.68000000","564148560.00000000","949950055.00000000","2933048833.00000000","2713201252.50280000","507055779.92000000","131340561812.00488000"
"2021-02-09","1107299986777.00000000","856558419039.31400000","250741567737.68600000","137168735617.95000000","2083304800.00000000","2758074300.00000000","9863779199.95000000","9971147318.00000000","8670919786.00000000","80225315835.78600000","1056449607352.45909303","385106561589.55368000","168929168594.95000000","2643131892.00000000","3670942610.00000000","15219517256.95000000","18223521600.00000000","16916395306.20000000","159503884329.45368000"
"2020-08-10","460365862228.00000000","357051488663.01400000","103314373564.98600000","33798995024.68000000","593225360.00000000","627664500.00000000","1325954899.40000000","462735605.52000000","426117990.94400000","66075820184.44200000","435893885070.08759303","178272310929.78768000","41525054980.16000000","751639480.00000000","833290386.00000000","2104374558.50280000","890699834.72000000","839965240.60968000","131327286449.79520000"
"2020-12-18","850319359000.00000000","652709100237.21400000","197610258762.78600000","104646444524.00000000","1728654400.00000000","3186511823.00000000","6303530782.00000000","5211500184.00000000","4607578941.00000000","71924579228.78600000","802613512174.55909303","307477439273.20368000","128623206605.00000000","2171426490.00000000","4282156996.55000000","10041521166.00000000","10214625075.20000000","9201980522.05000000","142942522418.40368000"
"2020-06-04","393894235524.00000000","321930253062.35344400","71963982461.64655600","3232026523.68539200","96353878.31040000","105216324.68000000","702152573.10400000","17323425074.02476400","15173099781.00000000","35327848306.84200000","392498328220.52238394","130068868222.93344471","3870111187.13815591","112223583.32116480","130820015.14616000","1055806659.76760000","32051146410.38836400","27984798536.64200000","64863961830.53000000"
"2020-03-25","371036833000.00000000","249690762714.15800000","121346070285.84200000","76864402565.00000000","2163990080.00000000","3155572019.00000000","7207069932.00000000","9510803163.00000000","6693661433.00000000","15747111093.84200000","307588789128.44553600","169419895666.14800000","92706019807.61600000","2658018077.20000000","4155543640.80200000","11306763353.28800000","17567526727.60000000","12453375047.40000000","28572649012.24200000"
